Model Name,Publisher,Open?,Basemodel,Matryoshka,Dimension,Average,AfriSentiClassification,AfriSentiLangClassification,MasakhaNEWSClassification,MassiveIntentClassification,MassiveScenarioClassification,SwahiliNewsClassification,NTREXBitextMining,MasakhaNEWSClusteringP2P,MasakhaNEWSClusteringS2S,XNLI,MIRACLReranking,MIRACLRetrieval
[MultiLinguSwahili-bge-small-en-v1.5-nli-matryoshka](https://huggingface.co/sartifyllc/MultiLinguSwahili-bge-small-en-v1.5-nli-matryoshka),sartifyllc,,bge-small-en-v1.5,,,36.30291286928548,35.106951871657756,67.3486328125,54.159663865546214,38.002689979825156,46.83927370544721,51.23046875,5.01060709501606,21.79863287878849,17.84610085249884,62.305932620146024,21.521,14.465
[MultiLinguSwahili-bge-small-en-v1.5-nli-matryoshka](https://huggingface.co/sartifyllc/MultiLinguSwahili-bge-small-en-v1.5-nli-matryoshka),sartifyllc,,bge-small-en-v1.5,,,36.30291286928548,35.106951871657756,67.3486328125,54.159663865546214,38.002689979825156,46.83927370544721,51.23046875,5.01060709501606,21.79863287878849,17.84610085249884,62.305932620146024,21.521,14.465
